MIGPUMA,Geo_FIPS,Geo_LOGRECNO,Geo_STATE,Geo_PUMA5,Total Population,Population Density (Per Sq. Mile),Area (Land),SE_A00003_001,SE_A00003_002,SE_A00003_003,Total Population Under 18 Years,Total Population 18 to 34 Years,Total Population 35 to 64 Years,Total Population 65 and Over,Population 25 Years and Over,Population 25 Years and Over Less than High School,Population 25 Years and Over High School Graduate (Includes Equivalency),Population 25 Years and Over Some College,Population 25 Years and Over Bachelors Degree,Population 25 Years and Over Masters Degree,Population 25 Years and Over Professional School Degree,Population 25 Years and Over Doctorate Degree,Population 3 Years and Over Enrolled in School,Population 3 Years and Over Enrolled in School Public School,Population 3 Years and Over Enrolled in School Public School Pre-School,Population 3 Years and Over Enrolled in School Public School K-8,Population 3 Years and Over Enrolled in School Public School 9-12,Population 3 Years and Over Enrolled in School Public School College,Population 3 Years and Over Enrolled in School Private School,Population 3 Years and Over Enrolled in School Private School Pre-School,Population 3 Years and Over Enrolled in School Private School K-8,Population 3 Years and Over Enrolled in School Private School 9-12,Population 3 Years and Over Enrolled in School Private School College,Population 16 Years and Over in Labor Force Civilian,Population 16 Years and Over in Labor Force Civilian Employed,Population 16 Years and Over in Labor Force Civilian Unemployed,Median Household Income (In 2019 Inflation Adjusted Dollars),Housing Units,Housing Units Occupied,Housing Units Vacant,Median Gross Rent,Total Population Native Born,Total Population Foreign Born,Total Population Foreign Born Naturalized Citizen,Total Population Foreign Born Not a Citizen
1801500,1801500,106,18,1500,106768,76.63285734,1393.240494,1397.811,1393.24,4.570502,24020,20753,42836,19159,74037,8742,32991,20857,7278,3341,340,488,22472,20505,1184,10991,5898,2432,1967,107,842,460,558,51239,49350,1889,46884,48222,41895,6327,663,105629,1139,424,715
1801600,1801600,107,18,1600,101754,44.89285545,2266.596744,2288.632,2266.597,22.03534,22511,19777,40233,19233,71688,8619,32490,21458,5790,2795,399,137,22001,19247,903,10899,4751,2694,2754,1150,965,102,537,46178,44278,1900,50253,47506,39524,7982,638,101377,377,312,65
1801700,1801700,108,18,1700,107516,266.5056552,403.4285873,410.4504,403.4286,7.021826,22322,29900,38007,17287,68789,9770,21198,21908,9121,4205,1070,1517,29500,25751,603,10139,4510,10499,3749,738,363,395,2253,53253,49712,3541,41125,47357,41933,5424,739,104777,2739,1132,1607
1801800,5405406,330,54,5406,389622,476.7874138,817.1818062,825.68749,817.18176,8.505714,106239,75407,161204,46772,255612,7704,37846,60259,92751,41898,9164,5990,103957,86165,2547,48822,21579,13217,17792,4429,6109,3566,3688,212841,206867,5974,92156.33233,153667,144365,9302,1056.245351,360300,29322,15519,13803
1801900,1801900,112,18,1900,129498,286.5531105,451.9162251,452.9044,451.9162,0.9881722,28116,26569,51958,22855,90600,10159,35071,28322,11542,4318,622,566,26539,23137,1217,11897,6644,3379,3402,299,1256,500,1347,59899,56266,3633,43060,59041,50751,8290,716,126547,2951,506,2445
1802000,1802000,113,18,2000,115184,293.7439194,392.1238616,395.9092,392.1239,3.785336,20580,36642,38636,19326,71383,7802,24130,21849,9876,5575,830,1321,34129,31192,1191,8883,3730,17388,2937,309,1307,451,870,57707,54399,3308,41255,52728,46588,6140,691,112563,2621,901,1720
1802100,1802100,114,18,2100,120895,101.0429034,1196.471953,1208.75,1196.472,12.27816,25292,24948,49033,21622,84242,11130,32257,24818,10156,5127,309,445,28345,23274,1097,11711,6112,4354,5071,373,1255,383,3060,57985,56156,1829,60803,52009,45338,6671,775,118358,2537,956,1581
1802200,1802200,115,18,2200,163685,402.2609757,406.9124521,408.7775,406.9124,1.865075,41080,35363,65204,22038,108075,5570,29660,34329,24997,9980,2174,1365,45281,37171,1453,18873,7940,8905,8110,1490,3477,1862,1281,91152,88020,3132,70991,61743,58285,3458,1031,157762,5923,3042,2881
1802300,12616128,833,126,16128,950082,2397.242256,396.3228988,403.01193,396.3229,6.6890308,234704,248181,350029,117168,626646,93677,173319,158859,126064,52477,14675,7575,236323,192656,9692,98087,42816,42061,43667,5952,16175,5830,15710,487824,457311,30513,48949.0489,423414,369122,54292,866.3753887,853252,96830,29826,67004
1802400,1802400,123,18,2400,153897,480.2847259,320.4286784,321.7899,320.4287,1.361272,38103,33779,59734,22281,103353,7303,29643,31067,23079,9673,1804,784,37766,30749,1583,17244,6972,4950,7017,840,1656,1193,3328,81650,79026,2624,70339,60756,58648,2108,914,147823,6074,2815,3259
1802500,1802500,124,18,2500,119380,166.4615843,717.1624641,719.7814,717.1625,2.618993,28750,22808,48916,18906,81698,7762,28844,22279,16070,5546,802,395,27858,24295,1269,12270,7091,3665,3563,898,1496,428,741,64765,63425,1340,65489,49395,46852,2543,816,116295,3085,1033,2052
1802600,1802600,125,18,2600,114794,96.78189854,1186.110231,1193.141,1186.11,7.031227,25936,22692,45210,20956,78376,10213,30269,23958,8759,4141,722,314,25148,21568,1185,10932,6489,2962,3580,255,1385,350,1590,54121,52055,2066,45421,53006,45516,7490,697,113678,1116,573,543
1802700,1802700,126,18,2700,160216,63.06296915,2540.571783,2571.144,2540.572,30.57256,38797,30972,61238,29209,107892,17381,42956,30672,9926,5655,839,463,36384,30648,692,16696,7851,5409,5736,1106,3030,1074,526,71131,67732,3399,49907,72375,60792,11583,656,158446,1770,613,1157
1802800,1802800,127,18,2800,146986,372.5656575,394.5237491,411.3208,394.5237,16.79708,23415,59416,45582,18573,85191,8002,17331,21517,20651,11107,1660,4923,58245,55450,1223,11356,5088,37783,2795,739,655,305,1096,77393,72792,4601,48713,61550,57047,4503,843,133396,13590,3590,10000
1802900,1802900,128,18,2900,125924,137.440424,916.2078836,923.4384,916.2079,7.230536,30430,28624,46579,20291,85673,9706,29628,21837,14554,8382,859,707,26641,23830,900,13544,5755,3631,2811,779,1318,204,510,61223,58303,2920,56304,53508,47608,5900,792,117031,8893,1559,7334
1803000,1803000,129,18,3000,110420,84.92621112,1300.187522,1307.305,1300.188,7.117913,23581,23343,44473,19023,75503,7538,33848,20856,8905,3692,312,352,22710,18615,880,9405,5310,3020,4095,314,1578,370,1833,54132,50842,3290,51664,48898,42061,6837,752,109236,1184,361,823
1803100,1803100,130,18,3100,117228,81.25807596,1442.662758,1457.4,1442.663,14.73712,27463,21364,48254,20147,80902,9603,34256,20936,10623,4413,495,576,25187,22776,1100,12607,6311,2758,2411,383,1122,321,585,58930,56512,2418,57090,50690,45080,5610,638,115998,1230,602,628
1803200,1803200,131,18,3200,121701,94.93407796,1281.952726,1309.543,1281.953,27.59016,28796,23351,49087,20467,83246,5793,27471,27706,14504,5441,1548,783,28924,23541,759,12806,5774,4202,5383,1089,2431,615,1248,65423,63231,2192,67321,52628,48188,4440,831,118686,3015,1243,1772
1803300,1803300,132,18,3300,181616,777.8797468,233.4756763,236.3297,233.4757,2.854064,38975,45086,67920,29635,124322,12553,33421,41933,23880,8124,3010,1401,43022,32540,1502,14689,6317,10032,10482,943,5067,1784,2688,88851,85157,3694,46681,84328,77174,7154,732,175178,6438,1959,4479
1803400,1803400,133,18,3400,145594,61.64915493,2361.654432,2396.907,2361.655,35.2527,32298,29422,57999,25875,100826,13168,38310,29996,12285,5042,1166,859,31581,29275,1969,14656,6831,5819,2306,1034,575,220,477,72248,69147,3101,50250,64864,57691,7173,639,142257,3337,1284,2053
1803500,1803500,134,18,3500,144796,126.3293966,1146.178197,1152.078,1146.178,5.899572,33737,27979,59534,23546,100066,11693,36916,30408,13304,6062,1285,398,34336,29534,791,15337,7510,5896,4802,915,1914,875,1098,68948,65875,3073,54763,62315,53633,8682,739,142415,2381,1501,880
1803600,1803600,135,18,3600,116973,313.70987,372.8700025,376.451,372.87,3.581056,26531,25543,46924,17975,81149,8175,30082,27659,10534,3831,526,342,26992,22131,1132,10975,5046,4978,4861,781,1683,1325,1072,61154,58394,2760,52036,50578,44957,5621,798,112787,4186,1656,2530
1900100,1900100,41,19,100,118940,28.08318806,4235.274134,4277.884,4235.274,42.60979,28163,24389,43142,23246,79674,6020,27263,26830,15071,3120,1008,362,28668,22526,2067,11319,5386,3754,6142,414,2527,532,2669,65760,63888,1872,59024,59363,48759,10604,643,114335,4605,1599,3006
1900200,1900200,42,19,200,112291,28.92309674,3882.398936,3897.086,3882.399,14.68761,23776,20696,43231,24588,79461,5855,27962,29337,11934,3301,908,164,24326,21453,2055,10801,5163,3434,2873,264,1375,421,813,60535,58831,1704,53285,55986,50318,5668,637,110621,1670,988,682
1900400,1900400,43,19,400,118170,27.79548744,4251.409523,4291.568,4251.41,40.15842,25766,23620,44389,24395,81437,5360,30157,26896,11825,5288,1116,795,29853,20723,1810,9974,5655,3284,9130,869,2735,98,5428,64152,62442,1710,55110,56290,47918,8372,617,116311,1859,739,1120
1900500,1900500,44,19,500,132648,234.4566049,565.7678105,572.6791,565.7678,6.911272,28836,37065,45761,20986,83850,8331,23938,27908,15459,6168,877,1169,38156,34100,932,13327,5403,14438,4056,551,1715,645,1145,72592,68843,3749,49779,57864,52928,4936,741,125926,6722,2910,3812
1900600,1900600,45,19,600,128032,28.19831147,4540.41371,4550.012,4540.414,9.598506,28002,25200,49323,25507,89299,6584,28615,35518,13235,3966,751,630,27921,25746,2197,12835,5688,5026,2175,310,578,253,1034,63525,61716,1809,52292,61041,53748,7293,633,123892,4140,1287,2853
1900700,1900700,46,19,700,154762,64.66956226,2393.119647,2418.302,2393.12,25.18186,36448,32844,57884,27586,104312,7536,34183,32146,18989,8089,1670,1699,39965,30202,2341,15648,7691,4522,9763,1165,2140,752,5706,81708,79256,2452,60872,68091,60993,7098,748,150664,4098,1366,2732
1900800,1900800,47,19,800,128969,56.38124812,2287.444927,2318.21,2287.445,30.76479,29962,24513,50419,24075,88987,8138,34117,28461,12796,4588,580,307,30205,26946,1742,13753,7300,4151,3259,556,1151,105,1447,65131,62692,2439,55655,57325,51417,5908,722,124493,4476,1768,2708
1900900,1900900,48,19,900,172509,376.5838907,458.0891649,468.2107,458.0892,10.12151,41227,37080,66979,27223,116554,8791,34378,36435,23056,10357,1818,1719,43918,36575,1202,20611,9509,5253,7343,1143,1549,304,4347,88364,84809,3555,58129,74196,64251,9945,794,165273,7236,4049,3187
1901000,1901000,49,19,1000,224115,312.6190256,716.8949478,724.5048,716.895,7.609836,52888,51701,85021,34505,149861,7482,40042,52288,36704,9130,1881,2334,54634,44804,1942,23582,10845,8435,9830,1149,3330,1068,4283,125437,120502,4935,63149,97260,89183,8077,738,213510,10605,2815,7790
1901100,1901100,50,19,1100,149210,242.9972978,614.03975,623.1499,614.0397,9.110161,30192,54488,47404,17126,86376,3008,12810,21365,26191,13457,4037,5508,56023,51549,1896,14264,5113,30276,4474,1315,842,68,2249,86362,83708,2654,61011,63867,59190,4677,963,132820,16390,5112,11278
1901200,1901200,51,19,1200,117405,36.90611593,3181.180058,3187.328,3181.18,6.148291,28232,22465,45119,21589,79649,6915,29534,26800,11297,3794,862,447,27995,23438,975,13975,5755,2733,4557,230,1531,88,2708,60929,58952,1977,53635,52108,47889,4219,686,109989,7416,2843,4573
1901300,1901300,52,19,1300,123986,108.3557492,1144.249391,1147.29,1144.249,3.040338,21983,48262,37878,15863,70510,3053,15289,19747,20078,8384,879,3080,48673,46568,1606,10334,4260,30368,2105,173,501,205,1226,65955,63952,2003,60230,51871,48599,3272,872,113881,10105,2607,7498
1901490,7606200,218,76,6200,705336,197.1293007,3578.037347,3622.20565,3578.03702,44.168213,177619,162083,271244,94390,466575,36232,120708,143898,115996,35212,10581,3948,180579,147171,7508,81413,35084,23166,33408,5027,7068,4610,16703,390050,377899,12151,68954.65961,294788,273096,21692,877.7595501,653314,52022,23890,28132
1901800,1901800,57,19,1800,105653,16.59264969,6367.457999,6408.911,6367.458,41.4528,23624,19400,39998,22631,73047,6836,27913,24854,9293,3185,818,148,22668,19057,1288,9995,4935,2839,3611,376,1832,439,964,51107,48337,2770,48298,52418,43283,9135,583,103078,2575,774,1801
1901900,1901900,58,19,1900,118975,20.32780333,5852.821286,5873.9,5852.821,21.07867,27649,22804,44231,24291,81225,8506,29460,27147,11270,3760,738,344,27343,23277,1702,12597,5399,3579,4066,131,1837,1024,1074,61739,59450,2289,53423,56992,49551,7441,619,109531,9444,2618,6826
1902000,1902000,59,19,2000,127649,73.54219616,1735.724613,1741.505,1735.725,5.780181,32835,27961,47017,19836,82835,10340,27073,26489,13665,3786,1081,401,31055,25104,1407,14875,6024,2798,5951,694,1637,546,3074,65735,63104,2631,56913,53151,49470,3681,736,117603,10046,4784,5262
1902100,1902100,60,19,2100,180642,38.35447308,4709.802677,4734.853,4709.803,25.04979,41408,33569,71220,34445,125032,12981,42921,42916,17299,6721,1275,919,40395,36912,1451,19653,9780,6028,3483,568,1555,373,987,94011,90509,3502,55550,81505,73799,7706,720,174606,6036,2353,3683
1902200,1902200,61,19,2200,121854,34.10205709,3573.21553,3592.511,3573.216,19.29599,28065,25724,45486,22579,82825,7631,29229,26848,11886,5386,941,904,26503,22011,1362,11702,5824,3123,4492,344,1752,489,1907,63371,60888,2483,52103,55304,49499,5805,696,117526,4328,1814,2514
1902300,1902300,62,19,2300,104565,59.08452282,1769.752805,1822.696,1769.753,52.94361,23675,20375,40752,19763,72400,6006,23638,27371,10586,4104,453,242,23609,19407,978,10701,4822,2906,4202,570,1640,501,1491,53327,49822,3505,50640,48319,43614,4705,760,101610,2955,1338,1617
2000100,2000100,44,20,100,109186,5.17682763,21091.29525,21138.42,21091.29,47.12881,23588,24619,38951,22028,74817,6478,23573,24702,14862,4286,530,386,26754,24325,1735,10258,4991,7341,2429,627,902,441,459,56551,55215,1336,49619,56445,45736,10709,650,106268,2918,1370,1548
2000200,2000200,45,20,200,144600,14.56894056,9925.224105,9989.111,9925.224,63.88705,33711,27889,54066,28934,99533,7079,33590,33800,15645,7010,1189,1220,34438,31212,1980,15045,7841,6346,3226,530,1346,312,1038,72503,70358,2145,48741,70730,58478,12252,675,140754,3846,2060,1786
2000300,2000300,46,20,300,131935,71.88298628,1835.413452,1888.352,1835.413,52.93882,29766,54851,34569,12749,70855,3597,15787,23378,16309,7668,1300,2816,47870,43855,1669,12011,4261,25914,4015,447,2044,355,1169,62280,60384,1896,51547,56239,48581,7658,935,123586,8349,3651,4698
2000400,2000400,47,20,400,124035,68.15123932,1819.99625,1857.745,1819.996,37.74852,29500,26006,49853,18676,83177,7932,25494,25194,14728,8477,763,589,34121,27524,1890,13203,6410,6021,6597,1545,1286,669,3097,61127,58220,2907,64274,49012,44166,4846,850,121887,2148,1486,662
2000500,2000500,48,20,500,165288,1090.27479,151.602148,156.1929,151.6021,4.590782,46263,38982,60428,19615,104556,20185,34149,32814,11877,3715,1008,808,44635,39784,3358,22600,8585,5241,4851,521,1360,432,2538,80748,75216,5532,46310,68103,60737,7366,831,141509,23779,5475,18304
2000600,8002410,202,80,2410,591178,1248.76554,473.4099247,479.89609,473.40985,6.4861628,145914,126929,236284,82051,398983,17770,55086,103298,135816,66475,14646,5892,154691,121777,5879,61087,27358,27453,32914,6789,12955,5659,7511,332788,323043,9745,86134.80066,241416,229030,12386,1036.364317,537130,54048,24772,29276
2000700,2000700,53,20,700,120793,264.9681268,455.8774728,474.6365,455.8775,18.759,22473,46700,37369,14251,70953,2711,13292,21396,16944,11352,1820,3438,40209,36476,1696,8731,4799,21250,3733,369,1969,182,1213,70723,67975,2748,55646,50841,47643,3198,884,113089,7704,3129,4575
2000800,4001603,109,40,1603,223909,68.454315,3270.926018,3305.31761,3270.92654,34.391704,52958,46672,84043,40236,152321,8908,50045,45414,30634,13144,2630,1546,51472,44100,1919,23185,10572,8424,7372,1076,3875,1100,1321,111394,106141,5253,55708.52891,101259,92587,8672,766.076866,216200,7709,4462,3247
2000990,4002000,114,40,2000,221462,11.96110842,18515.1737,18633.452,18515.173,118.28029,51676,47023,80609,42154,146611,15624,46070,51914,22278,8245,1955,525,55648,50228,3709,24081,10488,11950,5420,465,2452,576,1927,109382,104580,4802,47677.37195,110770,88875,21895,632.5851613,212975,8487,3469,5018
2001000,2001000,57,20,1000,101051,35.08897482,2879.850452,2900.676,2879.85,20.82513,23001,21246,37451,19353,68646,6579,17739,28113,11371,3926,682,236,24485,20022,1294,9250,4384,5094,4463,839,1646,252,1726,51333,49283,2050,49819,46595,41257,5338,689,99529,1522,430,1092
2001200,2001200,59,20,1200,135950,11.4454751,11878.0565,11887.82,11878.06,9.761529,40097,31753,48082,16018,81106,22676,20707,23519,9046,3799,837,522,36636,34743,2739,19281,8065,4658,1893,251,924,262,456,70571,67454,3117,49169,52421,46281,6140,700,107406,28544,7895,20649
2001300,8005210,246,80,5210,615109,207.3067395,2967.144249,2996.37058,2967.14446,29.22691,159496,141357,225567,88689,400061,38819,105737,129981,80560,34771,6654,3539,167560,140901,8405,69175,32325,30996,26659,4193,9016,5256,8194,310187,292832,17355,56523.18004,260653,233552,27101,806.0885241,569481,45628,20236,25392
2001400,2001400,64,20,1400,101279,29.29762608,3456.901243,3501.938,3456.901,45.03645,24097,18777,39522,18883,68683,4943,24438,23300,10968,3191,911,932,24728,21718,899,12023,5269,3527,3010,647,817,239,1307,51259,49383,1876,52398,47002,40963,6039,704,99402,1877,1133,744
2001500,2001500,65,20,1500,127348,41.92361767,3037.619535,3068.428,3037.62,30.80902,30035,27327,46172,23814,84226,7962,25062,32931,12504,4272,902,593,34024,30021,958,13765,6548,8750,4003,426,1363,706,1508,59039,56717,2322,44565,62290,51097,11193,635,123350,3998,1561,2437
2100100,2100100,38,21,100,196404,82.83495495,2371.028029,2532.153,2371.028,161.1248,42963,41262,74636,37543,133881,15861,46489,43553,16677,7875,1936,1490,45848,43081,2016,19400,9114,12551,2767,443,895,675,754,87682,83074,4608,45072,96182,78060,18122,639,193513,2891,1241,1650
2100200,2100200,39,21,200,107930,53.24754769,2026.947807,2095.441,2026.948,68.49327,22335,20615,44740,20240,77504,12858,30136,23200,6501,3180,1341,288,22493,19855,1352,9672,5155,3676,2638,177,1353,485,623,43896,41285,2611,40873,51318,42764,8554,652,106805,1125,590,535
2100300,2100300,40,21,300,103780,59.39528668,1747.276692,1838.957,1747.277,91.68013,26592,27457,33207,16524,63580,10387,20541,23157,5309,3035,987,164,24134,18902,1786,9144,4022,3950,5232,713,2695,999,825,38135,36027,2108,44208,47203,38811,8392,727,100783,2997,1610,1387
2100400,2100400,41,21,400,176380,52.20963654,3378.303541,3425.933,3378.303,47.62917,41575,36193,67340,31272,119428,20118,53233,28211,11256,4809,1381,420,38178,35113,2459,19368,8700,4586,3065,89,1064,660,1252,77782,71514,6268,40377,81468,67678,13790,649,174166,2214,1171,1043
2100500,2100500,42,21,500,128845,237.8963147,541.6014962,547.5643,541.6015,5.962846,29324,38898,44507,16116,78633,10585,22696,22973,12871,5989,2291,1228,39653,36033,1223,13812,4980,16018,3620,876,951,342,1451,66817,63942,2875,48962,52808,47996,4812,782,118137,10708,4080,6628
2100600,2100600,43,21,600,105371,48.82882288,2157.967237,2222.943,2157.967,64.9754,24080,19490,41909,19892,72783,16401,28762,17227,5255,3245,1239,654,22932,19065,809,10430,4775,3051,3867,325,633,663,2246,42197,40123,2074,35755,50973,41055,9918,520,103687,1684,645,1039
2100700,2100700,44,21,700,101456,65.73570447,1543.392603,1592.262,1543.393,48.86969,22511,20453,40165,18327,70302,13750,27188,19761,5596,3519,488,0,0,0,0,0,0,0,0,0,0,0,0,41258,37921,3337,31697,49671,41108,8563,579,100556,900,449,451
2100800,2100800,45,21,800,111370,71.16536676,1564.946618,1579.39,1564.947,14.44313,27184,23152,45172,15862,75216,18570,27556,20041,6300,2019,598,132,26059,23980,703,12603,6077,4597,2079,394,418,542,725,41840,37432,4408,34466,49082,39779,9303,560,0,0,0,0
2100900,2100900,46,21,900,122222,74.12078318,1648.957212,1662.134,1648.957,13.17631,28422,25259,46784,21757,82695,21768,32527,18879,4126,3993,964,438,29457,23835,1177,13963,5731,2964,5622,177,847,1357,3241,40937,37795,3142,26663,57727,45703,12024,530,121462,760,143,617
2101000,2101000,47,21,1000,106614,41.79632237,2550.798586,2566.507,2550.799,15.70844,21861,20602,44789,19362,76222,19723,27959,21449,2675,3119,1153,144,20535,17973,1064,9619,4111,3179,2562,0,689,671,1202,35314,31545,3769,31810,54227,43366,10861,526,105475,1139,148,991
2101100,2101100,48,21,1100,140421,70.91324154,1980.180245,1988.256,1980.18,8.07608,29255,28253,57914,24999,100550,23483,35598,24076,10423,5405,929,636,29988,26444,1296,15251,5860,4037,3544,267,877,276,2124,47523,42732,4791,32734,70475,56158,14317,583,139454,967,499,468
2101290,4202500,99,42,2500,274457,82.84824227,3312.767929,3387.055,3312.768,74.28655,67166,55645,111230,40416,184704,20833,69146,62212,18419,11592,1698,804,66274,56884,2159,30511,14043,10171,9390,976,3911,1164,3339,127297,120837,6460,51945.637,122067,104928,17139,729.1241579,267192,7265,3997,3268
2101400,2101400,51,21,1400,106386,54.52306307,1951.210992,2017.772,1951.211,66.56149,25218,21514,41070,18584,71511,10213,30441,21386,4647,3295,1246,283,23305,20898,1355,12088,5079,2376,2407,595,937,118,757,47802,46222,1580,43064,47566,40373,7193,621,104603,1783,440,1343
2101500,2101500,52,21,1500,110241,170.6464375,646.0199321,675.4608,646.02,29.44085,26506,22969,42134,18632,74503,7409,27155,24334,9694,4395,731,785,26175,23194,1296,12163,5632,4103,2981,505,1430,237,809,53368,51080,2288,48975,47575,45078,2497,785,107074,3167,1219,1948
2101690,4203400,113,42,3400,236865,159.131379,1488.487069,1521.3675,1488.4871,32.8805,56446,47875,98090,34454,161072,18295,52233,51232,23784,11448,2794,1286,55143,44222,1282,23712,12494,6734,10921,1557,4459,2465,2440,120668,116111,4557,69387.39303,88281,82716,5565,816.8079792,230344,6521,2766,3755
2101700,12610221,339,126,10221,771158,2027.066503,380.4305379,397.68255,380.43052,17.2519747,171898,180353,297644,121263,533043,47768,147170,159742,104413,52279,14241,7430,176805,131215,5312,63430,30244,32229,45590,6880,17738,8849,12123,411086,388155,22931,57172.88436,344854,312747,32107,851.8762329,708135,63023,30296,32727
2101900,4203803,123,42,3803,321959,1135.059662,283.6494069,285.55011,283.64938,1.9007016,67885,95365,117326,41383,209203,16142,40551,61400,54242,23295,7597,5976,90482,76143,1546,29162,11705,33730,14339,3365,4452,3229,3293,178604,169704,8900,56468.78623,141630,129140,12490,867.9295314,294217,27742,9038,18704
